Gene Symbol	Name	Entrez GeneId	Genome Location	Tier	Hallmark	Chr Band	Somatic	Germline	Tumour Types(Somatic)	Tumour Types(Germline)	Cancer Syndrome	Tissue Type	Molecular Genetics	Role in Cancer	Mutation Types	Translocation Partner	Other Germline Mut	Other Syndrome	Synonyms
PTPRK	"protein tyrosine phosphatase, receptor type, K"	5796	6:128290122-128841728	1		22.33	yes		colorectal			E	Dom	"TSG, fusion"	T	RSPO3			"CCDS47473.1,ENSG00000152894.10,NM_001135648.1,NP_001129120.1,Q15262,R-PTP-kappa"
PTPRT	"protein tyrosine phosphatase, receptor type T"	11122	20:40701392-41818373	1	Yes	13.11	yes		"HNSCC, colorectal cancer, gastric cancer, lung cancer, melanoma"			E		TSG	"Mis, N"				"CCDS42874.1,ENSG00000196090.8,KIAA0283,O14522,RPTPrho"
PWWP2A	PWWP domain containing 2A	114825	5:159518349-159546430	2		33.3	yes		Spitzoid tumour			E	Dom	fusion	T	ROS1			"CCDS47332.1,ENSG00000170234.8,KIAA1935,NM_001130864.1,NP_001124336.1,Q96N64"
QKI	"QKI, KH domain containing, RNA binding"	9444	6:163835675-163999628	1	Yes	26	yes		"angiocentric glioma, colorectal cancer"			"E, O"	Dom	"oncogene, TSG"	"Mis, F, T"	MYB			"CCDS5285.1,ENSG00000112531.12,NM_206855.2,NP_996736.1,NP_996737.1,NP_996735.1,NP_006766.1,Q96PU8,QK3"
RABEP1	"rabaptin, RAB GTPase binding effector protein 1"	9135	17:5185558-5289129	1	Yes	13.2	yes		CMML			L	Dom	fusion	T	PDGFRB			"CCDS45592.1,ENSG00000029725.12,NM_004703.4,NP_004694.2,Q15276,RAB5EP,RABPT5,neurocrescin,rabaptin-5"
RAC1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	5879	7:6414170-6442151	1	Yes	22.1	yes		"melanoma, carcinoma"			E	Dom	oncogene	"Mis, F"				"CCDS5349.1,ENSG00000136238.13,NM_018890.3,NP_061485.1,P63000,Rac-1,TC-25,p21-Rac1"
RAD17	RAD17 checkpoint clamp loader component	5884	5:68665633-68710628	2		13.2	yes		"lymphoma, colon cancer"			"E, L"		TSG	D				"CCDS4003.1,CCYC,ENSG00000152942.14,O75943,RAD17Sp,Rad24"
RAD21	RAD21 homolog (S. pombe)	5885	8:117858174-117887105	1	Yes	24.11	yes		"AML, endometrium, colorectal, lung"			"L, E"	Rec	"oncogene, TSG"	"Mis, N, F"		yes	Cornelia de Lange syndrome-4	"CCDS6321.1,ENSG00000164754.8,KIAA0078,NM_006265.2,NP_006256.1,O60216,SCC1,hHR21"
RAD51B	RAD51 paralog B	5890	14:68286525-69062713	1		24.1	yes		"lipoma, uterine leiomyoma"			M	Dom	"TSG, fusion"	T	HMGA2			"CCDS9789.1,ENSG00000182185.14,NM_133509.3,NP_598193.2,O15315,R51H2,RAD51L1,REC2,hREC2"
RAF1	v-raf-1 murine leukemia viral oncogene homolog 1	5894	3:12625100-12705725	1	Yes	25.2	yes		"pilocytic astrocytoma, prostate"			"O, E"	Dom	"oncogene, fusion"	"T, A"	"SRGAP3, ESRP1"			"CCDS2612.1,CRAF,ENSG00000132155.7,NM_002880.3,NP_002871.1,P04049,Raf-1,c-Raf"
RALGDS	ral guanine nucleotide dissociation stimulator	5900	9:135973107-135996563	2		34.2	yes		"PMBL, Hodgkin lymphoma,"			L	Dom	fusion	T	CIITA			"CCDS6959.1,ENSG00000160271.10,NM_006266.3,NP_006257.1,Q12967,RGDS,RGF,RalGEF"
RANBP2	RAN binding protein 2	5903	2:109335937-109402267	1	Yes	12.3	yes		inflammatory myofibroblastic tumour			M	Dom	"TSG, fusion"	T	ALK			"ADANE,ANE1,CCDS2079.1,ENSG00000153201.11,NM_006267.4,NP_006258.3,NUP358,P49792"
RAP1GDS1	"RAP1, GTP-GDP dissociation stimulator 1"	5910	4:99182669-99363485	1	Yes	23	yes		T-ALL			L	Dom	"oncogene, fusion"	T	NUP98			"CCDS47105.1,ENSG00000138698.10,P52306,SmgGDS"
RARA	"retinoic acid receptor, alpha"	5914	17:38465446-38513048	1		21.2	yes		APL			L	Dom	"oncogene, fusion"	T	"PML, ZBTB16, TRIM24, NUMA1, NPM1"			"CCDS11366.1,ENSG00000131759.13,NM_000964.3,NP_000955.1,NR1B1,P10276,RAR"
RB1	retinoblastoma gene	5925	13:48877911-49056122	1	Yes	14.2	yes	yes	"retinoblastoma, sarcoma, breast, small cell lung carcinoma"	"retinoblastoma, sarcoma, breast, small cell lung carcinoma"	familial retinoblastoma	"L, E, M, O"	Rec	TSG	"D, Mis, N, F, S"				"CCDS31973.1,ENSG00000139687.9,NM_000321.2,NP_000312.2,OSRC,P06400,PPP1R130,RB"
RBM10	RNA binding motif protein 10	8241	X:47004268-47046210	1	Yes	11.23	yes		lung adenocarcinoma			E	Rec/X	TSG	"Mis, F, N"		yes	TARP syndrome	"CCDS14274.1,DXS8237E,ENSG00000182872.11,GPATC9,GPATCH9,KIAA0122,NM_005676.4,NP_001191397.1,NP_005667.2,NP_001191396.1,P98175,S1-1,ZRANB5"
RBM15	RNA binding motif protein 15	64783	1:110881128-110889299	1	Yes	13.3	yes		acute megakaryocytic leukaemia			L	Dom	fusion	T	MKL1			"CCDS822.1,ENSG00000162775.10,NM_022768.4,NP_073605.4,OTT,OTT1,Q96T37"
RECQL4	RecQ protein-like 4	9401	8:145736667-145743210	1	Yes	24.3		yes		"osteosarcoma, skin basal cell, skin sqamous cell"	Rothmund-Thompson syndrome	M	Rec	"oncogene, TSG"	"N, F, S"				"ENSG00000160957.8,NM_004260.3,NP_004251.3,RecQ4"
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	5966	2:61108656-61158745	1		16.1	yes		Hodgkin lymphoma			L	Dom	oncogene	A				"CCDS1864.1,ENSG00000162924.9,I-Rel,NM_002908.2,NP_002899.1,Q04864,c-Rel"
RET	ret proto-oncogene	5979	10:43572475-43625799	1	Yes	11.21	yes	yes	"medullary thyroid, papillary thyroid, pheochromocytoma, NSCLC, Spitzoid tumour"	"medullary thyroid,  papillary thyroid, pheochromocytoma"	multiple endocrine neoplasia 2A/2B	"E, O"	Dom	"oncogene, fusion"	"T, Mis, N, F"	"H4, PRKAR1A, NCOA4, PCM1, GOLGA5, TRIM33, KTN1, TRIM27, HOOK3, KIF5B, CCDC6"	yes	Hirschsprung disease	"CCDS7200.1,CDHF12,CDHR16,ENSG00000165731.13,HSCR1,MEN2A,MEN2B,MTC1,NM_020975.4,NP_066124.1,P07949,PTC,RET51"
RFWD3	ring finger and WD repeat domain 3	55159	16:74655292-74700779	2		23.1	yes	yes	lung cancer		Fanconi anemia W	E		TSG	D				"CCDS32486.1,ENSG00000168411.9,FANCW,FLJ10520,NM_018124.3,NP_060594.3,Q6PCD5,RNF201"
RGPD3	RANBP2-like and GRIP domain containing 3	653489	2:107021446-107084832	2		12.2	yes		endometrioid adenocarcinoma			E			Mis				"A6NKT7,CCDS46379.1,ENSG00000153165.14,NM_001144013.1,NP_001137485.1,RGP3"
RGS7	regulator of G protein signaling 7	6000	1:240938815-241520530	2		43	yes		melanoma			E			Mis				"CCDS31071.1,ENSG00000182901.11,NM_002924.4,NP_002915.3,P49802"
RHOA	ras homolog family member A	387	3:49396578-49449635	1	Yes	21.31	yes		"diffuse gastric, T cell lymphomas, paediatric Burkitt lymphoma"			"E, L"	Dom	"oncogene, TSG"	"Mis, F, O"				"ARH12,ARHA,CCDS2795.1,ENSG00000067560.6,NM_001664.2,NP_001655.1,P61586,RHOH12,Rho12,RhoA"
RHOH	ras homolog family member H	399	4:40198527-40248587	1	Yes	14	yes		NHL			L	Dom	"TSG, fusion"	T	BCL6			"ARHH,CCDS3458.1,ENSG00000168421.8,NM_004310.4,NP_001265296.1,NP_001265294.1,NP_004301.1,NP_001265292.1,NP_001265290.1,NP_001265295.1,NP_001265297.1,NP_001265289.1,NP_001265291.1,NP_001265288.1,NP_001265298.1,Q15669,RhoH,TTF"
RMI2	RecQ mediated genome instability 2	116028	16:11439288-11445619	1		13.13	yes		"PMBL, Hodgkin lymphoma"			L	Dom	"TSG, fusion"	T	CIITA			"BLAP18,C16orf75,CCDS10548.1,ENSG00000175643.7,MGC24665,NM_152308.1,NP_689521.1,Q96E14"
RNF213	ring finger protein 213	57674	17:78234667-78372586	1	Yes	25.3	yes		ALCL			L	Dom	fusion	T	ALK			"ALO17,C17orf27,CCDS58606.1,ENSG00000173821.15,KIAA1554,KIAA1618,MYMY2,NET57,NM_001256071.1,NP_001243000.1,Q63HN8"
RNF43	ring finger protein 43	54894	17:56431037-56494894	1	Yes	22	yes		"cholangiocarcinoma, ovary, pancreas"			E	Rec	TSG	"Mis, N, F, S"				"CCDS11607.1,DKFZp781H0392,ENSG00000108375.8,FLJ20315,Q68DV7,URCC"
ROBO2	roundabout guidance receptor 2	6092	3:75955846-77696661	2		12.3	yes		"colorectal adenocarcinoma, melanoma"			E		TSG	F				"CCDS54609.1,ENSG00000185008.13,KIAA1568,NM_001128929.2,NP_001122401.1,Q9HCK4"
ROS1	v-ros UR2 sarcoma virus oncogene homolog 1 (avian)	6098	6:117609463-117747018	1	Yes	22.1	yes		"glioblastoma, NSCLC, Spitzoid tumour, cholangiocarcinoma, borderline ovarian"			"O, E"	Dom	"oncogene, fusion"	T	"GOPC, SDC4, SLC34A2, EZR, LRIG3, HLA-A, MYO5A, PPFIBP1, ERC1, CLIP1, TPM3, ZCCHHC8, KIAA1598, PWWP2A"			"CCDS5116.1,ENSG00000047936.6,MCF3,NM_002944.2,NP_002935.2,P08922,ROS,c-ros-1"
RPL10	ribosomal protein L10	6134	X:153626571-153630680	1		28	yes		T-ALL			L	Dom	TSG	Mis				"CCDS14746.1,DXS648,DXS648E,ENSG00000147403.12,FLJ23544,L10,NM_006013.3,NOV,NP_001243506.1,NP_001243509.1,NP_006004.2,P27635,QM"
RPL22	ribosomal protein L22 (EAP)	6146	1:6245080-6259672	1		36.31	yes		"AML, CML"			L	Dom	"TSG, fusion"	T	RUNX1			"CCDS58.1,EAP,ENSG00000116251.5,L22,NM_000983.3,NP_000974.1,P35268"
RPL5	ribososomal protein L5	6083	1:93297582-93307481	1	Yes	22.1	yes		T-ALL			L	Dom	TSG	"Mis, N, F"		yes	Diamond-Blackfan anaemia	"CCDS741.1,ENSG00000122406.8,L5,NM_000969.3,NP_000960.2,P46777,PPP1R135,uL18"
RPN1	ribophorin I	6184	3:128338817-128369692	1		21.3	yes		AML			L	Dom	fusion	T	MECOM			"CCDS3051.1,ENSG00000163902.7,NM_002950.3,NP_002941.1,OST1,P04843"
RSPO2	R-spondin 2	340419	8:108911545-109095876	1		23.1	yes		colorectal			E	Dom	"TSG, fusion"	T	EIF3E			"CCDS6307.1,ENSG00000147655.6,MGC35555,NM_178565.4,NP_848660.3,Q6UXX9"
RSPO3	R-spondin 3	84870	6:127439749-127518441	1		22.33	yes		colorectal			E	Dom	"oncogene, fusion"	T	PTPRK			"CCDS5135.1,ENSG00000146374.9,FLJ14440,NM_032784.4,NP_116173.2,Q9BXY4,THSD2"
RUNX1	runt-related transcription factor 1  (AML1)	861	21:36160098-36421641	1		22.12	yes		"AML, pre B-ALL, T-ALL"			L	Dom	"oncogene, TSG, fusion"	T	"RPL22, MECOM, CBFA2T3, RUNX1T1, ETV6, AFF3"			"AML1,AMLCR1,CBFA2,CCDS13639.1,ENSG00000159216.14,PEBP2A2,Q01196"
RUNX1T1	"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)"	862	8:92972359-93107706	1	Yes	21.3	yes		AML			L	Dom	"oncogene, TSG, fusion"	T	"KMT2A, RUNX1"			"AML1T1,CBFA2T1,CCDS56544.1,CDR,ENSG00000079102.12,ETO,MTG8,Q06455,ZMYND2"
S100A7	S100 calcium binding protein A7	6278	1:153430220-153433177	2		21.3	yes		"melanoma, T-cell lymphoma"			"E, L"		fusion	"Mis, T"	VAV1			"CCDS1039.1,ENSG00000143556.4,NM_002963.3,NP_002954.2,P31151,PSOR1,S100A7c"
SALL4	spalt like transcription factor 4	57167	20:50400581-50419059	1	Yes	13.2	yes		"colorectal cancer, breast cancer, prostate cancer, glioblastoma, melanoma"			E		oncogene	"Mis, F"			Duane-radial ray syndrome	"CCDS13438.1,ENSG00000101115.8,NM_020436.3,NP_065169.1,Q9UJQ4,ZNF797,dJ1112F19.1"
SBDS	Shwachman-Bodian-Diamond syndrome protein	51119	7:66452664-66460588	1		11.21		yes		"AML, MDS"	Schwachman-Diamond syndrome	L	Rec	TSG	"F, N, O"				"CCDS5537.1,CGI-97,ENSG00000126524.5,FLJ10917,NM_016038.2,NP_057122.2,Q9Y3A5,SDS,SWDS"
SDC4	syndecan 4	6385	20:43953928-43977064	1		13.12	yes		NSCLC			E	Dom	fusion	T	ROS1			"CCDS13350.1,ENSG00000124145.5,NM_002999.3,NP_002990.2,P31431,SYND4,amphiglycan,ryudocan"
SDHA	"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)"	6389	5:218356-256815	1	Yes	15.33	yes	yes	"GIST, paraganglioma"	paraganglioma	paragangliomas-5 (PGL5)	"M, O"	Rec	TSG	"Mis, N"				"CCDS3853.1,ENSG00000073578.12,FP,NM_004168.2,NP_004159.2,P31040,SDH2,SDHF"
SDHAF2	succinate dehydrogenase complex assembly factor 2	54949	11:61197545-61215001	1		12.2		yes		paraganglioma	familial paraganglioma	M	Rec	TSG	M				"C11orf79,CCDS8007.1,ENSG00000167985.2,FLJ20487,NM_017841.2,NP_060311.1,PGL2,Q9NX18,SDH5"
SDHB	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)"	6390	1:17345217-17380665	1		36.13		yes		"paraganglioma, pheochromocytoma"	familial paraganglioma	O	Rec	TSG	"Mis, N, F"				"CCDS176.1,ENSG00000117118.5,NM_003000.2,NP_002991.2,P21912,SDH,SDH1"
SDHC	"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa"	6391	1:161284047-161332984	1		23.3		yes		"paraganglioma, pheochromocytoma"	familial paraganglioma	O	Rec	TSG	"Mis, N, F"				"CCDS1230.1,CYB560,ENSG00000143252.10,NM_003001.3,NP_002992.1,PGL3,Q99643,cybL"
SDHD	"succinate dehydrogenase complex, subunit D, integral membrane protein"	6392	11:111957497-111966518	1		23.1		yes		"paraganglioma, pheochromocytoma"	familial paraganglioma	O	Rec	TSG	"Mis, N, F, S"				"CCDS31678.1,ENSG00000204370.4,NM_003002.3,NP_002993.1,O14521,PGL,PGL1,cybS"
SEPT5	septin 5	2812	22:19701987-19710842	2		11.21	yes		AML			L	Dom	fusion	T	KMT2A			"CCDS13764.1,ENSG00000184702.13,H5,HCDCREL-1,NM_002688.5,NP_002679.2,PNUTL1,Q99719"
SEPT6	septin 6	23157	X:118751602-118827333	2		24	yes		AML			L	Dom	fusion	T	KMT2A			"CCDS14584.1,ENSG00000125354.18,KIAA0128,MGC16619,MGC20339,NM_015129.5,NP_055944.2,Q14141,SEP2,SEPT2"
SEPT9	septin 9	10801	17:75277492-75496674	2		25.3	yes		AML*			L	Dom	fusion	T	KMT2A			"AF17q25,CCDS45790.1,ENSG00000184640.13,KIAA0991,MSF,MSF1,NM_001113491.1,NP_001106963.1,PNUTL4,Q9UHD8,SeptD1"
SET	SET translocation	6418	9:131445934-131458679	1		34.11	yes		T-ALL			L	Dom	"oncogene, fusion"	T	NUP214			"2PP2A,CCDS48037.1,ENSG00000119335.12,IGAAD,IPP2A2,NM_001287737.1,NP_001116293.1,NP_001274666.1,PHAPII,Q01105,TAF-I,TAF-IBETA"
SETBP1	SET binding protein 1	26040	18:42260863-42648475	1		12.3	yes	yes	"aCML, sAML, MDS/MPN-U, CMML, JMML"	neuroepithelial tumours	Schinzel-Giedion syndrome	L	Dom	"oncogene, fusion"	"Mis, T"	NUP98			"CCDS11923.2,ENSG00000152217.12,KIAA0437,NM_015559.2,NP_056374.2,Q9Y6X0,SEB"
SETD1B	SET domain containing 1B	23067	12:122242638-122270562	2		24.31	yes		"CRC, endometrium"			E		TSG	"D, F"				"CCDS53838.1,ENSG00000139718.6,KIAA1076,KMT2G,NM_015048.1,NP_055863.1,Q9UPS6,Set1B"
SETD2	SET domain containing 2	29072	3:47058179-47205457	1		21.31	yes		clear cell renal carcinoma			E	Rec	TSG	"N, F, S, Mis"				"CCDS2749.2,ENSG00000181555.15,FLJ23184,HIF-1,HYPB,KIAA1732,KMT3A,NM_014159.6,NP_054878.5,Q9BYW2"
SETDB1	SET domain bifurcated 1	9869	1:150898815-150937211	2		21.3	yes		malignant mesothelioma			E		oncogene	"F, Mis"				"CCDS44217.1,ENSG00000143379.8,ESET,KG1T,KIAA0067,KMT1E,NM_012432.3,NP_036564.3,NP_001138887.1,Q15047,TDRD21"
SF3B1	"splicing factor 3b, subunit 1, 155kDa"	23451	2:198254508-198299815	1	Yes	33.1	yes		myelodysplastic syndrome			L	Dom	oncogene	Mis				"CCDS33356.1,ENSG00000115524.11,Hsh155,NM_012433.2,NP_036565.2,O75533,PRPF10,Prp10,SAP155,SF3b155"
SFPQ	splicing factor proline/glutamine rich(polypyrimidine tract binding protein associated)	6421	1:35648533-35658749	1	Yes	34.3	yes		papillary renal			E	Dom	"TSG, fusion"	T	TFE3			"CCDS388.1,ENSG00000116560.6,NM_005066.2,NP_005057.1,P23246,PPP1R140,PSF"
SFRP4	secreted frizzled related protein 4	6424	7:37945543-37956517	1		14.1	yes		"colorectal cancer, melanoma, SCC, gastric cancer, oesophageal SCC"			E	Rec	TSG	Mis		yes	Pyle disease	"CCDS5453.1,ENSG00000106483.7,FRP-4,FRPHE,FRZB-2,NM_003014.3,NP_003005.2,Q6FHJ7,frpHE"
SGK1	serum/glucocorticoid regulated kinase 1	6446	6:134490384-134639196	2		23.2	yes		Nodular lymphocyte predominant Hodgkin lymphoma			L		oncogene	Mis				"CCDS47476.1,ENSG00000118515.7,NM_001143676.1,NP_001137148.1,O00141,SGK"
SH2B3	SH2B adaptor protein 3	10019	12:111843752-111889427	1		24.12	yes		"MPN, sAML, erythrocytosis, B-ALL"			L	Rec	TSG	"Mis, F, N"		yes	"Coeliac disease type 13; diabetes mellitus, insulin-dependent;"	"CCDS9153.1,ENSG00000111252.6,IDDM20,LNK,NM_005475.2,NP_005466.1,Q9UQQ2"
SH3GL1	SH3-domain GRB2-like 1 (EEN)	6455	19:4360367-4400544	1		13.3	yes		AL			L	Dom	"oncogene, fusion"	T	KMT2A			"CCDS32874.1,CNSA1,EEN,ENSG00000141985.5,MGC111371,NM_003025.3,NP_003016.1,Q99961,SH3D2B,SH3P8"
SHTN1	KIAA1598	57698	10:118644308-118765088	2		25.3	yes		Spitzoid tumour			E	Dom	fusion	T	ROS1			"A0MZ66,CCDS44482.1,ENSG00000187164.13,KIAA1598,NM_001258299.1,NP_001245227.1,NP_001120683.1,NP_001245228.1,shootin-1,shootin1"
SIRPA	signal regulatory protein alpha	140885	20:1875942-1920543	2		13	yes		"HNSCC, colorectal cancer, Lung SCC"			E		TSG	"O, F"				"BIT,CCDS13022.1,CD172a,ENSG00000198053.7,MFR,MYD-1,NM_001040023.1,NP_001035112.1,P78324,P84,PTPNS1,SHPS-1,SHPS1,SIRP,SIRP-ALPHA-1,SIRPalpha,SIRPalpha2"
SIX1	SIX homeobox 1	6495	14:61110133-61116180	1	Yes	23.1	yes		Wilms tumour			O		oncogene	Mis				"CCDS9748.1,DFNA23,ENSG00000126778.7,NM_005982.3,NP_005973.1,Q15475"
SIX2	SIX homeobox 2	10736	2:45232300-45236569	2		21	yes		Wilms tumour			O		oncogene	Mis				"CCDS1822.1,ENSG00000170577.7,NM_016932.4,NP_058628.3,Q9NPC8"
SKI	SKI proto-oncogene	6497	1:2160134-2241558	2		36.33	yes		melanoma			E		oncogene	Mis				"CCDS39.1,ENSG00000157933.9,NM_003036.3,NP_003027.1,P12755"
SLC34A2	"solute carrier family 34 (sodium phosphate), member 2"	10568	4:25657466-25680370	1	Yes	15.2	yes		NSCLC			E	Dom	"TSG, fusion"	T	ROS1			"CCDS3435.1,ENSG00000157765.7,NAPI-3B,NM_006424.2,NP_006415,NP_001171469.1,NP_006415.2,O95436"
SLC45A3	"solute carrier family 45, member 3"	85414	1:205626979-205649587	1	Yes	32.1	yes		prostate			E	Dom	fusion	T	"ETV1, ETV5, ELK4, ERG, BRAF"			"CCDS1458.1,ENSG00000158715.5,IPCA-2,IPCA-6,IPCA-8,NM_033102.2,NP_149093.1,PCANAP2,PCANAP6,PCANAP8,Q96JT2,prostein"
SMAD2	SMAD family member 2	4087	18:45357922-45457512	1	Yes	21.1	yes		"colorectal carcinoma, hepatocellular carcinoma"			E	Rec	TSG	"Mis, N"				"CCDS11934.1,ENSG00000175387.11,JV18-1,MADH2,MADR2,NM_001003652.3,NP_001003652.1,Q15796"
SMAD3	SMAD family member 3	4088	15:67358183-67487533	1	Yes	22.33	yes		"colorectal carcinoma, oral squamous cell carcinoma"			E	Rec	TSG	Mis				"CCDS10222.1,ENSG00000166949.11,HsT17436,JV15-2,MADH3,NM_005902.3,NP_005893.1,P84022"
SMAD4	SMAD family member 4	4089	18:48556583-48611409	1	Yes	21.2	yes	yes	"colorectal, pancreatic, small intestine"	gastrointestinal polyp	juvenile polyposis	E	Rec	TSG	"D, Mis, N, F"				"CCDS11950.1,DPC4,ENSG00000141646.9,MADH4,NM_005359.5,NP_005350.1,Q13485"
SMARCA4	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"	6597	19:11071677-11172958	1		13.2	yes		"NSCLC, SCCOHT"			E	Rec	TSG	"F, N, Mis, S"				"BAF190,BRG1,CCDS12253.1,ENSG00000127616.13,FLJ39786,NM_001128844.1,NP_001122316.1,P51532,SNF2,SNF2-BETA,SNF2L4,SNF2LB,SWI2,hSNF2b"
SMARCB1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	6598	22:24129161-24176703	1		11.23	yes	yes	malignant rhabdoid	malignant rhabdoid	rhabdoid predisposition syndrome	M	Rec	TSG	"D, N, F, S"				"BAF47,CCDS13817.1,ENSG00000099956.13,Ini1,NM_003073.3,NP_003064.2,PPP1R144,Q12824,RDT,SNF5,SNF5L1,Sfh1p,Snr1,hSNFS"
SMARCD1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"	6602	12:50478755-50494495	2		13.12	yes		breast			E	Rec	TSG	N				"BAF60A,CCDS8797.2,CRACD1,ENSG00000066117.10,NM_003076.4,NP_003067.3,Q96GM5,Rsc6p"
SMARCE1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"	6605	17:38781214-38804760	1		21.2		yes		meningioma		O	Rec	TSG	"F, Mis, N"				"BAF57,CCDS11370.1,ENSG00000073584.14,NM_003079.4,NP_003070.3,Q969G3"
SMC1A	structural maintenance of chromosomes 1A	8243	X:53401070-53449677	2		11.22	yes		AML			L		TSG	Mis		yes	Cornelia de Lange syndrome	"CCDS14352.1,DXS423E,ENSG00000072501.13,KIAA0178,NM_006306.3,NP_006297.2,NP_001268392.1,Q14683,SB1.8,SMC1L1,Smcb"
SMO	smoothened homolog (Drosophila)	6608	7:128828713-128853386	1		32.1	yes		skin basal cell			E	Dom	oncogene	Mis				"CCDS5811.1,ENSG00000128602.5,FZD11,NM_005631.4,NP_005622.1,Q99835,SMOH"
SND1	staphylococcal nuclease and tudor domain containing 1	27044	7:127292234-127732659	1		32.1	yes		pancreas acinar carcinoma			E	Dom	"oncogene, fusion"	T	BRAF			"CCDS34747.1,ENSG00000197157.6,NM_014390.2,NP_055205.2,Q7KZF4,TDRD11,p100"
SNX29	RUN domain containing 2A	92017	16:12070595-12668146	2		13.13	yes		"PMBL, Hodgkin lymphoma"			L	Dom	fusion	T	CIITA			"CCDS10553.2,ENSG00000048471.9,FLJ12363,NM_032167.3,NP_115543.3,Q8TEQ0,RUNDC2A"
SOCS1	suppressor of cytokine signaling 1	8651	16:11348262-11350036	1		13.13	yes		"Hodgkin lymphoma, PMBL"			L	Rec	TSG	"F, O"				"CCDS10546.1,Cish1,ENSG00000185338.4,JAB,NM_003745.1,NP_003736.1,O15524,SOCS-1,SSI-1,TIP3"
SOX2	SRY (sex determining region Y)-box 2	6657	3:181429722-181432221	1		26.33	yes		"NSCLC, oesophageal squamous carcinoma"			E	Dom	oncogene	A		yes	Microphthalmia and oesophageal atresia syndrome	"CCDS3239.1,ENSG00000181449.2,NM_003106.3,NP_003097.1,P48431"
SOX21	SRY-box 21	11166	13:95361886-95364389	2		32.1	yes		multiple myeloma			L		TSG	D				"CCDS9473.1,ENSG00000125285.4,NM_007084.2,NP_009015.1,Q9Y651,SOX25"
SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	92521	17:19990335-20218068	2		11.2	yes		JMML			L	Dom	fusion	T	PDGFRB			"CCDS32590.1,CYTSB,ENSG00000128487.12,FLJ36955,HCMOGT-1,NM_001033553.2,NP_001028725.1,NSP,Q5M775"
SPEN	spen family transcriptional repressor	23013	1:16174359-16266955	1		36.21	yes		"SMZL, adenoid cystic carcinoma, DLBCL"			L	Rec	TSG	"F, Mis, N"				"CCDS164.1,ENSG00000065526.6,KIAA0929,MINT,NM_015001.2,NP_055816.2,Q96T58,RBM15C,SHARP"
SPOP	speckle type POZ protein	8405	17:47676248-47755525	1	Yes	21.33	yes	yes	"prostate, endometrial"	prostate cancer		E	Rec	TSG	Mis				"BTBD32,CCDS11551.1,ENSG00000121067.13,NM_001007227.1,NP_001007227.1,NP_001007228.1,O43791,TEF2"
SRC	"SRC proto-oncogene, non-receptor tyrosine kinase"	6714	20:35974557-36034453	1		11.23	yes		"colorectal cancer, endometrial carcinoma"			E	Dom	oncogene	"Mis, N"				"ASV,CCDS13294.1,ENSG00000197122.7,NM_198291.2,NP_938033.1,P12931,SRC1,c-src"
SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	9901	3:9022275-9291063	2		25.3	yes		pilocytic astrocytoma			O	Dom	fusion	T	RAF1			"ARHGAP14,CCDS2572.1,ENSG00000196220.11,KIAA0411,MEGAP,NM_014850.3,NP_055665.1,O43295,SRGAP2,WRP"
SRSF2	serine/arginine-rich splicing factor 2	6427	17:74730197-74733415	1		25.1	yes		"MDS, CLL"			L	Dom	oncogene	Mis				"CCDS11749.1,ENSG00000161547.10,NM_003016.4,NP_003007.2,PR264,Q01130,SC-35,SC35,SFRS2,SFRS2A"
SRSF3	serine/arginine-rich splicing factor 3	6428	6:36562145-36573377	1		21.31	yes		follicular lymphoma			L	Dom	"oncogene, fusion"	T	BCL6			"CCDS4823.1,ENSG00000112081.12,NM_003017.4,NP_003008.1,P84103,SFRS3,SRp20"
SS18	"synovial sarcoma translocation, chromosome 18"	6760	18:23596578-23670589	1		11.2	yes		synovial sarcoma			M	Dom	fusion	T	"SSX1,  SSX2, SSX4"			"CCDS32807.1,ENSG00000141380.9,NM_005637.2,NP_005628.2,NP_001007560.1,Q15532,SSXT,SYT"
SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	26039	20:60718851-60757540	1		13.33	yes		synovial sarcoma			M	Dom	fusion	T	SSX1			"CCDS13491.1,CREST,ENSG00000184402.10,KIAA0693,NM_198935.1,NP_945173.1,O75177"
SSX1	"synovial sarcoma, X breakpoint 1"	6756	X:48114752-48126879	1		11.23	yes		synovial sarcoma			M	Dom	"oncogene, fusion"	T	SS18			"CCDS14290.1,CT5.1,ENSG00000126752.7,NM_005635.3,NP_005626.1,NP_001265620.1,Q16384"
